text,label,0,1,2,3,4,5,6,7,8,9,10,11
Could you blame him? When the deep state and media lie all the time? Especially at a time right before the elections. He’s still human and everyone makes mistakes. But I think a lot of deaths are not even corona related the media once again lies to you,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Quarantine Day ?: I have befriended an orange cat in my neighborhood and named it Thomas O’Malley. I’ve fed it kibbles twice now. Got consent from my fiancé that if I can catch it I can keep it (provided that it’s not microchipped). This is my new purpose in life.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
When we gain some control over this pandemic. A good indicator would be a treatment. You &amp; your Qanonsense conspiracy theorist go back to work. Don't worry 80% of you will survive. Take 10 of your best conspiracy theorist pals 8 of them will live. You choose the two that won't🙄,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
Thank you!  Some of us need that.  My first day of quarantine i found out i have multiple sclerosis.  Now I’m out of work and can’t get proper doctors appts over covid.  I’m not scared of covid it’s the media and Dems trying to crash the economy!  POTUS still wins!!!!,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
With the PM of UK Boris Johnson testing  ive for Covid19 ex-PM Gordon Brown has called for a 'global government to tackle the situation'. The West is implementing NWO in guise of the coronavirus or maybe that was the plan all along. We must be vigilant of their deception.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,1,1
I wonder about Gates with his 2015 talk about this kind of event happening.With all the money he made here in the USA what has he done on his own to help prevent or prepare for such a pandemic in his own backyard?That goes for Soros also. Are their priorities their own pockets!?,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Distract the people of the world with false flags or pandemic! while a celestial object approach’s earth causing violent 9.0 earthquakes and severe weather! Camouflage w/multiple layers of chemical engineered atmosphere injections. Force shutdown to minimize widespread injuries,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
One of the many objectives of the Illuminati and those that are behind the coronavirus and the emergence of a New World Order is to get President Donald Trump voted out of power in this year's presidential election.  They seek to do this by sparking off a massive recession and,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,3,1
Inspired by     Being quarantined might be easy for some but not for all.  If you are feeling down depressed or just need to talk know that I am here for you and I will do my best to respond.   TOGETHER WE ARE STRONG!  WWG1WGA,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Fantastic interview.  Important point brought up about Chinese-funded (through grants or otherwise) university chem/bioweapon researchers.   And it is not a conspiracy theory that the virus could have been released from P4 lab in Wuhan. It's very plausible.  #CCPVirus,COCO evaluation RELATED,1,1,1,1,2,1,1,1,1,1,1,1
If Soros does not play the same trick as he did with Virginia in 2018.  Otherwise a landslide. The Dems have screwed so much up for themselves with Russia Kavanaugh Mueller Impeachment etc. People in the US are also wondering why Pelosi held up Impeacment. Corona? Coincedence?,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Never waste a test. God is making us crucibles.  Crucible: a situation of severe trial or in which different elements interact leading to the creation of something new.   Covid-19 is an opportunity to build your spiritual temperament to refine our character and faith.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
The Republicans didn’t ask for anything except relief for businesses and employees effected by the pandemic Democrats had to be bribed with irrelevant things in order to sign on which shows you their priorities are not with the American ppl.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
On the one hand it is the CoVid-19 and all that entails. On the other hand the profound evil we call the Swamp or Deep State. In reality this corruption is not just what is involved in our own country but it is global. Since it goes back over decades it will take a while.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
We have to rely on govt cz govt is active. If the govt was not active then it could have been really a hopeless situation.  Tracing is continue so let's hope for better.  And Bhai after this pandemic i would like to see the support from every single indian for population control.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
I’m still skeptical about the Coronavirus pandemic. I watched two videos today of virus overflow/test areas with NO ONE in line. I know of no one with the virus. Something else is brewing. The media and deep state are up to no good.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
you go off of what others tell you. youre brainwashed. you cant even go do research for yourself or dive deeper into a subject. you just accept the first thing you hear. research Dr. Thomas Cowan microchips for covid-19 and 5G.,COCO evaluation CONSPIRACY,1,3,3,1,1,3,1,1,1,1,1,1
Did you notice after her vacation durning pandemic relief bill she came back with out a reckless and with held aid to USA citizens to fund her deep state corruption projects 25million k.c. Or 300000000 to foreign aid for illegal immigrants appalling to see how Nancy hates USA,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
One of my favorite Patriots pointed out to me that one of the BLESSINGS of this whole #covid19 experience will be the intensification of the patriot community. We are becoming a battle-tested army more now than ever and we’ll need that camaraderie for the months ahead. #WWG1WGA,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
FLU and Trump is using this quarantine as OPTICS to arrest and keep our streets safe from the DEEP STATE? I mean the hospitals that are packed and patients who HAVE died of supposed virus are already with either pre-existing conditions like asthma and other issues...,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,2,1
You need to see what’s really going on instead of listening to bullshit!!! Go get a photo of all these supposed COVID patients that are dying!!! See what truth you come back with!!! This is a fucking PSYOP!!! Deep Statetrying to manipulate the world into panic and bring us down.,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,1,1
I think what’s happening in d world with d lockdown as a result of Covid-19 shld give us an idea of what d period of d anti-Christ will be. Movement buying selling healthcare meetn with loved ones etc will be impossible without d mark of the beast. ACCEPT JESUS CHRIST TODAY.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,3,1,1
It is by what I am witnessing by this pandemic  that there's truly a possibility of a one world system / New World Order. By what is happening  it will be no different and possibly just as bad as Nazi Germany was in WW2. Welcome to the past..except this time itll be worldwide.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,3,1,1,1,1
Social distancing is working. That us why almost every country around the world is doing it.   The reason why all governments around the world are treating this like the plague is b/c it’s a bioweapon designed to spread very easily. Covid-19 is more contagious the Spanish flu,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
“ I need one. I have to help develop a cure for the global health crisis of Covid-19.” He straps on a parachute and jumps. The Pope says “I need one. I have to help spiritually guide people through the global health crisis.” He takes one and jumps. Trump says “I need one.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
None! But I just saw a very frightening video on a YouTube sight called Think About It. There is a gentleman who speaks about Covid-19 and said that there is no virus but this is the result of 5G  around the world! Video is call the biggest deception on the world!,COCO evaluation CONSPIRACY,1,1,1,3,1,3,1,1,1,1,1,1
A so-called Orthodox Jew who doesn’t mention Passover which runs from April 8th to April 16th. Easter falls on April 12th. That’s not anti-Semitic. It’s the fact that Trump &amp; Kushner wanted to kill as many Christians as possible using a Pandemic as their sword. #antichrist,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,3,3,1
Harvard epidemiologist says he is not saying the Corona virus was bioengineered as a bioweapon but a new study  says it does have a center segment in its genome encoding a special protein to get it into human cells and it did not get there through natural random mechanisms,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
According to the PLA Daily Gen. Chen has been researching coronaviruses since the SARS outbreak of 2003 as well as Ebola &amp; anthrax. This would not be her first trip to the Wuhan Institute of Virology either since it is one of only two bioweapons research labs in all of China.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
And in the other direction the PEDOs will be COMFORTably taken to GITMO.   Deep State players are being Played by their own planned pandemic. They CAN’T spill the beans and say “it’s all bullshit!” because They are the ones crying wolf!   Vintage Trump!,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
The man who holds a Patent on CoronaVirus and also held a -  CoronaVirus Pandemic called [Event 201] dry run 1 month before it broke out in China.. He’s also spoke about how to do a really good job with depopulation.. 🤦🏼‍♂️ #TruthExposed soon the world will know.,COCO evaluation CONSPIRACY,1,1,1,1,3,1,3,1,1,1,1,1
If y’all people don’t stop touting   -immune boosters -drinking teas -“alkaline diets”  As a way to prevent covid then calling people listening to real scientific advice “sheeple” I’m gonna fucking riot.....from a safe distance of course,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Chinainformed the WHO in December and Trump knew then about the coming pandemic. hHy did he tell you that the virus was a hoax? Why did he tell you last month that it would disappear like a miracle? Doesn't he value your life? Today he said 100000 Americans will die this spring.,COCO evaluation RELATED,1,1,1,2,1,1,1,1,1,1,1,2
Who flew in the MERS and SARS vials from the bioweapons research lab in Wuhan China?  How did these undeclared and undocumented biological materials as personal carry-ons or checked-in luggage ever passed U.S. Customs?  How many times has this occurred?,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
At least we r not eating bats snakes pangolins and frying live dogs. Also we r not murdering our people who want to warn people of CORONA early on like u did. #ChinaVirus19 #ChinaLiedPeopleDie  Whole world is suffering due to your intellect (pun intended). #BioWeapon,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
Unfortunately I didn’t have a choice. I was an “essential” employee bc I work in medical manufacturing. I make implants and instruments. (Medical machinist) my wife is a health care worker and she has been exposed to Covid-19 and had to get tested Sunday.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
  Why was a restriction on cash passed by our government recently?  to stop drug dealers? really?  electronic cash can be wiped in the blink of an eye. Dissidents gone!  How many coincidences can there be? All these COVID beds are empty... Deep state scam!,COCO evaluation CONSPIRACY,1,2,1,1,1,1,1,1,1,1,3,1
Fauci &amp; Birx are DEEP STATE PLANTS and they both feed at the stolen money trough of the Clintons. NOT EVEN one half of 1% of Americans have been infected by COVID-19. This whole latest  Trump coup will be exposed VERY SOON! At that point Americans will demand EVILS - GITMO,COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
Answer is YES. We have to pray against the deep states agenda. The goal is to get past the 911 so to call this pandemic Trump’s ‘Chernobyl’. Why do you think Maxine Waters n Pelosi are prepping the next talking points🤨. Pay attention to their hidden talking points.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
"Even Trump said in a recent presser ""we're doing this [insert Deep State/Drain the Swamp with COVID19 shutdown] for them...the children. Present and future generations.  I'm a Healthcare care worker  forced to take PTO (layoff) because of fear.",COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
Hes been compromised or threatened by the Deep State he will institute massive quarantine restrictions today. These measures will last 4 the whole yr &amp; never really B removed completely. Welcome 2 SSA. We've lost the country by being sheeple obey obey obey,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
I've been seeing A LOT of tweets &amp; receiving responses from people who believe that this virus isn't real. Some are members of QAnon &amp; some are just plain asinine. I've been called nasty names &amp; received idle threats. COVID-19 is real! STOP W/ THE CONSPIRACY THEORIES!,COCO evaluation RELATED,1,1,1,2,1,1,1,1,1,1,1,1
HOW.MANY AMERICANS BELIEVE THIS COVID HOAX ?? I DO! I BELIEVE R MILITARY R COPS ICE AGENTS NATIONAL GUARD SHOULD DO WHATS RIGHT ONLY TAKE ORDERS FROM TRUMP (NEVER THESE DEMOCRATE GOVS&amp; MAYORS WHO WERE ELECTED BY FAKE BALLOTS PAID 4 BY SOROS),COCO evaluation CONSPIRACY,1,1,1,3,1,1,1,1,1,1,3,1
R. Steiner was  right &amp; Coronavirus is caused by 5G shots.All that has been decided from a long time the destruction of Humanity has always been the aim. All quickened in the end of the 19th C : think of the Eiffel Tower &amp; the Antonelliana Mole(Turin) and the AntiChrist stand 😡,COCO evaluation CONSPIRACY,1,1,1,1,1,3,1,1,1,3,1,1
Go for it Mr. TRUMP and blow up whatever is down and down whatever is up in Iran and there deep state in (USA&amp;EU) and behave them how’s USA doing with The allies of the new world order after CoronaVirus against Masonic GAME IS OVER. #USA #Russia #Saudi_Arabia  #China,COCO evaluation RELATED,1,1,1,1,1,1,1,1,1,1,2,1
"We're all restructuring our ""new normals"" still. I'm gonna be honest because of my ARFID I'm really glad I'm not physically by myself for this quarantine feel like I'd have fallen into restrictive patterns very easily. It's better for my brain but still tough. You're not alone.",COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
He and Verruca are part of the fear mongering to get us all to sit at home and whilst the economy gets destroyed under the plandemic way more elderly will die as healthcare is withdrawn will they be recorded as covid deaths To prove these leper messiahs correct ?,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,1,1
The  should be investigating Soros Pelosi and others because the circumstantial evidence clearly establishes they had motive and an opportunity to bring this pandemic to America. For 3 years their state of mind has been to get Trump at all cost.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
I am 71 and just got back from the hospital. I had to have an ICD implanted to avoid an imminent heart attack. It was a simple out patient procedure but being in a Mississippi hospital where there are 24 Covid-19 cases was very frightening.😎,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
"#CoronaVirus ""Pandemic"" is the global version of 9/11.  It's #MKUltra fear based mind control on a grand scale. Do we still believe that we are in a free society when what is supposed to be our truthful news media is scripted and owned by 5 corporations? Lets think folks. 😐",COCO evaluation CONSPIRACY,1,3,1,3,1,1,1,1,1,1,3,1
That’s bc the Deep State Media is all in on taking down Trump and this pandemic is just another tool for them to use.  They need to charged and prosecuted for intentionally poisoning the minds of the people.  It will never stop. Break their backs financially.  #LockThemUp (R/T),COCO evaluation CONSPIRACY,1,3,1,1,1,1,1,1,1,1,3,1
Maduro Venezuela China staging ground Mexican Cartels Narco terrorists Iran threats DNC Obama  Clinton Pelosi 4 Families of California  Covid Deep State Aiding and Abetting  Treason FVEY Child exploitation agreements FISA works both ways?  All this TODAY...  BUCKLE UP!,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
SCIENCE CORNER:  Teams of scientists are studying COVID-19 AROUND THE WORLD and examining its RNA. Not a SINGLE SCIENTIST has come forward and said this is a synthetic genome indicative of bioweapons ie man-made.   NOT MAN MADE. THEY ALL SAY ZOONOTIC VIRUS LIKELY FROM BATS,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
it goes back and forth between complete insanity and your fairly standard sorta plausible sounding NWO story. all his alien conspiracy stuff is a nearly perfect match for the long plot of the x-files but yeah pandemic and one world currency is part of his NWO arc.,COCO evaluation RELATED,1,1,1,1,1,1,1,2,1,1,2,1
Research without comprehension left most airing out wrong information you cant research on COVID-19 while you can't comprehend viruses you can't research on 5G if you can't comprehend how electromagnetic waves work before you even try research make sure you can comprehend🌻,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
PLEASE if you are skeptical about any of this 'pandemic' LET THIS VACCINE be the 1 thing you question and REFUSE to do!!!!  WE THE PEOPLE know how DeepState   DEMS/Big Corp/Big pHARMa are. WE WILL NOT LET THESE DEMONS NEAR US! arrest them!,COCO evaluation CONSPIRACY,1,1,3,2,1,1,1,1,1,3,3,1
This will go over heads...but listen... The corona virus   5G isn't a biowar it isn't a religious prophecy or about Adrenochrome that you can synthesize in a lab either. It's a distraction and part of a plan to help the US move to or adopt a digital currency. #COVID19Pandemic,COCO evaluation CONSPIRACY,1,1,1,3,1,3,1,1,1,2,3,1
So go lick doorknobs and bus seats. My brother-in-law’s family didn’t take this seriously thought it was a hoax believed Dr. Fauci was a “deep State” plant. Now their mother is dead of COVID19. She died alone. And THEY gave it to her. They killed their own mother. Live w/ THAT!,COCO evaluation RELATED,1,1,1,2,1,1,1,1,1,1,2,1
Scientists who studied COVID-19 have decided definitively that it is NOT man made. Transferred from animals to human.  Bill Gates is NOT a proponent of ‘population control’. That’s such an insane claim that I have no idea how to refute it.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,2,1,1,1,1,3
FWIW this is a non-conspiracy theory conspiracy theory; viral surveillance work with live bats goes wrong and researcher gets infected pandemic ensues. Bioweapons gain-of-function research espionage Event 201 even level 4 lab nearby aren't directly involved at all in this.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Definitely. We're also being affected by the PPE shortage as we have to have prolonged contact with our patients (through restraint etc) and the current guidelines for vets is PPE all the way. Pets can't get COVID but they can carry it to us through our prolonged contact.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
It’s Fall 2020 biochips have been implanted in every U.S. citizen. The cool temperatures revive COVID 19. When the chip detects it in your system you’re labeled a carrier and sent to a work camp. The chips produce false positives at a rate of 10% but better safe than sorry.,COCO evaluation CONSPIRACY,1,3,1,1,1,1,1,1,1,1,3,1
Holy crap I don't know why it took me so long to put this together..... What's with the subtle push to donate blood?  Yes COVID19 however there are less operations happening too. BUT If lots of children are about to be rescued from adrenochrome farms the need will skyrocket!!!,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,3,3,1
Rectal sphincter orafices like  funded  Shampeachmment that distracted America which is why  didn't begin the COVID19 policy in January. http://www.westernjournal.comin/schiff-already-planning-commission-blame-trump-coronavirus-crisis,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
It's 13000 a year and it declines every year.  This Coronavirus is brand new. It's highly contagious and no one has immunity.  It's killed over 5000 Americans in 2 months and we are nowhere near the peak.  Please go educate yourself and stop comparing it to false equivalencies,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Why is there a patent on Corona Virus? Makes you wonder about Big Pharma’s role is in this as well. And Americans with other countries will go in to space. When the technology allows mankind will enter space and colonize other planets. No need for population control.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,2,1,1,1,3,1
we need a inquiry into the pandemic&amp; how the Trump crime syndicate handled it. &amp; NO “putting it behind us &amp; we need to move on.” Still angry at Bush &amp; company getting away with a false flag waterboarding &amp; a war fought for oil.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
"...impeachment. They had nothing there either. Then they partnered with China's Communist Party in the biowarefare ""plandemic"" called COVID19. The Harvard professor was just indicted for his part in it(cannot recall his name). Their plan was to sink Trump's rising...",COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
Gates predicted a pandemic &amp; it happens &amp; Fauci predicted a “surprise outbreak” would be faced during Trump’s administration. Do these people really think the public is that stupid to fall for this PLANdemic?? Are you really going to trust ANY vax Gates is pushing?,COCO evaluation CONSPIRACY,1,1,3,1,3,1,1,1,1,1,1,1
FOLLOW THE MONEY! Follow THE MOTIVE.. who has a political and financial interest in the #coronavirus pandemic. We can start with Johns Hopkins’s Health Center  Bill and Melinda Gates Foundation China WHO population control enthusiasts &amp; vaccine researchers. They hate #Trump,COCO evaluation CONSPIRACY,1,1,3,1,1,1,3,1,1,1,3,1
Or conversely it can look as though deep State tyranny did Corona to implicate China ruin Trump presidency and tank the greatest economy in the history of the world in a few mere weeks.  With nebulous online entity Q being totally inconsequential in it all.....🤔,COCO evaluation CONSPIRACY,1,1,1,1,2,1,1,1,1,1,3,1
"REMEMBER Q TELLS us THERE ARE multi meanings. Y FAMILY is still true NOW adding the White Rabbit to Y is more info. For instance: TODAY POTUS TWEETED about ""3M  P masks"" So additional Q info added for ""P"". P = PAYSEURS FAMILY (Merovingian line; France) AND P = PANDEMIC #qanon",COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,3,1,3,1
You are entirely misunderstanding this.  Accidental release from Wuhan Lab &amp; Biological Weapon are not mutually exclusive.   It 100% was NOT a bioweapon but IMO via Occam's Razor COVID19 likely did get out from Wuhan L4 BioSafety Lab.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Modi has become a spiritual Guru?   did not utter a single word about coronavirus cases deaths testing health infrastructure migrant workers food insecurity job losses or economy. I guess he is above all these petty governance issues Desh chalarahe ho?,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Bill Gates author funder &amp; authorizer of man made level 4 bio-viruses Ebola MERS HIV Swine SARS H1N1 &amp; Covid19. Released on 🌎. Fauci Birx Oz &amp; Buffet in bed w/ him. Gates agenda: depopulation climate change &amp; microchipping humans w/ vaccines.Tom Gates wants u &amp; I dead,COCO evaluation CONSPIRACY,1,3,3,1,3,1,3,1,1,1,1,1
Maybe they have been doing this operation for the entire three years? So many children but they had to do this without causing the Deep State to use their pandemic option too early. I just can’t help but believe it’s taken this long to make sure as many children got saved.,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
I’ve thought for a while it was too coincidental that Soros had invested in a lab in Wuhan virus from Wuhan one man identified as ground zero in Washington state came directly from Wuhan to Seattle. Soros threaten to ruin Trump “any way I can”. Virus brings US to a standstill,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
"I believe the ulterior motive  behind release of this pandemic is to force the entire global population to accept a ""vaccine"" that will be touted as the cure. Those pushing the vaccine (Bill Gates) are funding research that includes "" Quantum dot tattoos"". Also look up """"ID2020""",COCO evaluation CONSPIRACY,1,1,3,1,3,1,1,1,1,1,1,1
These fucks think Dr Fauci is part of the deep state and now he has body guards and police protection 24/7. They think there is a major conspiracy to take over the govt and the Coronavirus is a fake way of doing it. I can't believe how far this Q cult will go,COCO evaluation RELATED,1,1,1,2,1,1,1,2,1,1,2,1
Agreed. I understand that we can learn from tragedy but 1) the “lesson” is not tailored to you specifically. Coronavirus isn’t FOR you. It didn’t arrive to teach you special Instagram influencer something along your spiritual path. 2) people are dying let’s have some respect.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Trump decoded:  DEEP STATE: the constitution laws and the rule of law. To which now seems to include science.  DRAIN THE SWAMP: the purging of all US agencies and military of everyone who holds DEEP STATE above trump. Along with anyone who criticized trump and raises COVID alarm,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Funny how some peddling conspiracy theory about COVID-19 being a bioweapon and such Remember that in 2017 North Korea used a bioweapon to kill Kim Jong Nam in KLIA?  Do people care that bioweapon could kill everyone in that area? No. Nobody care. NOBODY.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Dr. Fauci said “I need one I helped develop a cure for the global health crisis that is Covid19!”  He strapped on a parachute and jumped.  The Pope said “I need one I have to help spiritually guide people through the global health crisis that is Covid19.”,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
For sure.  This incident has shown us who the lobotomized sheeple are and how easily manipulated they can be.  I can't imagine giving up my liberties and cowering in fear over any pandemic...but I am glad we've prepared for such events regardless. 🙃,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
Whether the propagation of COVID-19 was part of a plot the selectivity of response by the Trump administration has been to permit plausible deniability of targeted population reductions by color and ethnicity and to pave the way for private plundering of pubic infrastructure.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,3,1,1,1,1,3
I think my favorite people are the ones who simultaneously claim that COVID was intentionally unleashed by governments for population control and then they say shit like “THE FLU/CAR ACCIDENTS KILL MORE PEOPLE THAN COVID!!! BAN CARS!!!!” Super effective population control,COCO evaluation RELATED,1,1,1,1,2,1,2,1,1,1,1,1
#DefeatCoronaWithWillpower  Looking at d bright side lockdown due to coronavirus has given people a break instead of sitting idle keep yourself busy by reading spiritual books adopting their principles in your life to attion inner and outer peace and to leave your bad habits.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
I know you don’t follow me but I posted a report in December about the Soros backed lvl 4 weapons lab in Wuhan. It also had the UN report advising China not keep anything in the lab over lvl 2 and the theft of Covid from Canada by the Chinese. It got me a 3 day twitter ban.,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
No not true. The two meds are safely used everyday in the USA. The FDA cleared the way to use for COVID19. Many Drs in dif countries are already using with great results. NWO power play keeping the death toll high. Only reason to keep meds away from sick patients.,COCO evaluation CONSPIRACY,3,1,1,1,1,1,1,1,1,1,1,1
You know what's really sad in Islam thebody has to be cleansed (you know to both remove any impurities and to spiritually be cleaned) and you have people that does that and family can help with it but with covid-19 we can't do it. That is heartbreaking,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
You know what the real ass people in this community are doing? They're putting time into progressing their minds🧠 they're putting in the effort to develop themselves as spiritual beings. They're practicing their crafts and finding productive ways to get through this pandemic.,COCO evaluation UNRELATED,1,1,1,1,1,1,1,1,1,1,1,1
"A friend sent me a video yesterday on how 5G corona virus were all plans of the Antichrist.  Cos there'll be a compulsory vaccine which is  actually the ""666"" a microchip and all other stories. Sigh  I had to start googling stuff o...cos koyemi rara.   The theories don't add up",COCO evaluation RELATED,1,2,1,1,1,1,1,1,1,2,1,1
Honestly... If someone cooked this up in a bio weapons lab and delivered it... they’d get fired.  Weaponised strains are far more deadly and effective...  Not to say corona isn’t deadly but bioweapons are of the form of airborne symptom free infecting hemaragic fever...,COCO evaluation RELATED,1,1,1,1,2,1,1,1,1,1,1,1
Sir. The argument isnf that 5G cause Corona.5G destroys the immune systems and its an electromagnetic spectrum wave that is *10 of the Radio wave of 4G. Humans immunity is been weakened  by further exposure to that kinda wave and by so doing it can kill..To stop the killing you,COCO evaluation CONSPIRACY,1,1,1,1,1,3,1,1,1,1,1,1
Some compound idiots employ the conspiracy theory just so they look smart.  How could you say 5G causes cancer? How does 5G infect one with Coronavirus?  Didn't you go to secondary school? If you actually did weren't you taught electromagnetic spectrum in physics?  Y'all fools.,COCO evaluation RELATED,1,1,1,1,1,2,1,1,1,1,1,1
Exactly.  They are hopeless with Biden.  I would not be surprised if they canned him and threw in a Michelle Obama last minute for the win in the context of an ongoing ''pandemic'' and reeling economy. And Bill Gates wants to microchip us all. Gawd.,COCO evaluation CONSPIRACY,1,3,1,3,1,1,1,1,1,1,3,1
The NY hospital ship was contaminated with Covid-19. Find the people personally responsible for this EFF-Up! That ship was to help people w/regular problems like cancer or emergency surgery to save their lives. Another deep state trick or worse?,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
Bill Gates wants to “implant a chip” into every human.  Bill Gates is behind the Georgia Guide-stones.  Bill Gates has a “depopulation plan.” Bill Gates funded the CoronaVirus owns the patent &amp; will also own the “vaccine.” Bill Gates is EVIL!!! #arrestbillgates,COCO evaluation CONSPIRACY,1,3,3,1,3,1,3,1,1,1,3,3
"Pandemic or ""plannedemic""?   1. Get people to avoid ""dirty"" currency and rely on electronic transactions that leave a trail 3. Keep people indoors so there will be no public assemblies of resistors?  6. Does Fauci take orders from Gates Rodham and Soros? Who knows?",COCO evaluation CONSPIRACY,1,1,1,1,2,1,1,1,1,1,3,1
This number is substantially lower than any of the years included. How many deaths due to the flu or pneumonia are being included in the COVID-19 deaths reported? Even when adding U.S. COVID-19 deaths to the flu and pneumonia deaths we are still lower than our average. #plandemic,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,1,3
(G)   #TrustThePlan? U focking kidding me?  We r close 2 being under martial law &amp; like the NDAA &amp; Patriot Act when more surveillance rolls out the #DeepState puppet masters will never rescind their tyrannical &amp; constitutionally destructive edicts  Who is the #coronavirus team?,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,1,3,1
DJR  Let Pelosi do a investigation into the Covid-19. I believe the report would come back that Democratic Party was behind this virus with China. George Soros owns the Democrats.  Would anyone be surprised to find out Democrats were involved somehow?,COCO evaluation CONSPIRACY,1,1,1,1,3,1,1,1,1,1,3,1
Hello Jim Acosta God brought you into this world specifically for the Antichrist #realtrump please continue to keep asking the questions which will expose him and save Americans lives.  Don’t be intimidated Jim rescue America he is worst than COVID-19,COCO evaluation CONSPIRACY,1,1,1,1,1,1,1,1,1,3,1,1
